hessSRR094424,shiSRR873453,stewartERR2027897,stewartERR2027900,stewartERR2027917,hessSRR094417,stewartERR2027930,wallaceERR983267,shiSRR873460,shiSRR873452,stewartERR2027891,wallaceERR983263,shiSRR873606,stewartERR2027921,stewartERR2027890,stewartERR2027903,stewartERR2027904,wallaceERR2027890,shiSRR873603,stewartERR2027895,hessSRR094427,wallaceERR2282092,stewartERR2027928,shiSRR873601,hessSRR094416,wallaceERR983268,stewartERR2027914,stewartERR2027905,wallaceERR983265,shiSRR873461,shiSRR873450,stewartERR2027924,shiSRR873457,stewartERR2027919,stewartERR2027925,stewartERR2027910,shiSRR1267595,stewartERR2027927,shiSRR1222429,shiSRR873463,stewartERR2027894,stewartERR2027899,stewartERR2027920,wallaceERR983264,shiSRR873455,wallaceERR2530126,stewartERR2027915,shiSRR873458,stewartERR2027916,stewartERR2027907,shiSRR873456,stewartERR2027901,hessSRR094403,stewartERR2027913,hessSRR094418,shiSRR873598,shiSRR873465,shiSRR873607,shiSRR873600,hessSRR094428,wallaceERR983269,shiSRR873602,stewartERR2027926,stewartERR2027923,shiSRR873464,shiSRR873608,stewartERR2027908,stewartERR2027893,shiSRR1222431,hessSRR094166,stewartERR2027898,stewartERR2027902,shiSRR873605,stewartERR2027909,stewartERR2027929,shiSRR873454,wallaceERR2530127,wallaceERR983266,shiSRR873595,shiSRR873610,hessSRR094405,wallaceERR983262,wallaceERR2027889,stewartERR2027892,stewartERR2027912,stewartERR2027906,shiSRR873451,hessSRR094419,shiSRR873609,shiSRR873596,stewartERR2027896,stewartERR2027922,stewartERR2027918,stewartERR2027889,shiSRR873462,shiSRR873459,shiSRR873599,stewartERR2027911,hessSRR094415,shiSRR873604,shiSRR873597
MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,5626.0,0,0,775.0,0,602.0,652.0,4272.0,10328.0,0,0,1708.0,970.0,694.0,505.0,870.0,0,0,0,0,1863.0,760.0,3813.0,0,517.0,993.0,0,0,4337.0,2363.0,704.0,5471.0,1101.0,528.0,0,1553.0,888.0,0,3808.0,1250.0,0,0,0,2171.0,0,795.0,5465.0,959.0,0,5028.0,0,0,739.0,0,3034.0,4394.0,2993.0,2850.0,1512.0,0,2767.0,617.0,0,3386.0,3033.0,0,576.0,3532.0,0,0,830.0,2832.0,575.0,943.0,3363.0,0,0,4143.0,2025.0,0,0,0,0,0,0,3015.0,0,3729.0,2560.0,0,0,465.0,0,3194.0,2968.0,2893.0,0,0,2886.0,3172.0
MEG_1680|Drugs|MLS|23S_rRNA_methyltransferases|CFR,0,0,0,135.0,0,0,0,0,0,0,0,0,0,0,0,58.0,404.0,0,0,0,0,0,0,0,0,0,0,167.0,0,0,0,0,0,0,0,0,0,0,0,0,136.0,272.0,0,0,0,0,0,0,0,978.0,0,224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.0,0,0,0,0,0,0,0,0,0,0,62.0,0,123.0,0,292.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,0,0,0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3992|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,33933.0,0,21632.0,23811.0,21078.0,4047.0,20759.0,21859.0,0,0,11970.0,24766.0,78020.0,30825.0,19685.0,37986.0,38399.0,9557.0,26389.0,19425.0,0,66758.0,21797.0,139293.0,0,27156.0,26450.0,28508.0,11578.0,0,0,28893.0,0,24693.0,20403.0,23259.0,74454.0,23955.0,0,0,25674.0,41693.0,31740.0,46882.0,0,21727.0,23972.0,0,30060.0,33501.0,0,25168.0,4023.0,24516.0,3816.0,158297.0,0,101497.0,160593.0,0,18676.0,108423.0,19264.0,23279.0,0,103937.0,29017.0,20401.0,97594.0,3991.0,48313.0,23594.0,95709.0,36026.0,29010.0,0,21851.0,16801.0,174054.0,91141.0,3852.0,20509.0,20218.0,24848.0,27170.0,25627.0,0,0,102312.0,128268.0,35743.0,22246.0,17355.0,20218.0,0,0,106828.0,23653.0,0,105215.0,193288.0
MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,111.0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0
MEG_7305|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,5240.0,898.0,0,0,0,0,702.0,3055.0,2372.0,0,0,1599.0,1134.0,649.0,773.0,0,291.0,753.0,0,0,3846.0,887.0,2079.0,0,0,1098.0,1528.0,0,3065.0,2075.0,854.0,4498.0,1089.0,644.0,749.0,1003.0,1070.0,0,3172.0,0,0,1034.0,0,2585.0,0,750.0,4757.0,1151.0,469.0,2594.0,709.0,0,863.0,0,1681.0,5756.0,2731.0,2779.0,0,0,1879.0,743.0,680.0,3081.0,2834.0,867.0,570.0,3535.0,0,0,878.0,2717.0,890.0,1029.0,2690.0,695.0,0,3072.0,2534.0,0,0,0,1443.0,1129.0,0,2982.0,0,3480.0,2624.0,1195.0,900.0,670.0,0,2387.0,2169.0,2211.0,827.0,0,2758.0,2716.0
MEG_7232|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,2883.0,0,0,119.0,115.0,186.0,0,0,0,0,0,345.0,0,192.0,67.0,0,80.0,0,0,110.0,710.0,0,168.0,0,202.0,164.0,115.0,0,0,0,0,99.0,0,210.0,56.0,124.0,0,179.0,0,0,0,0,112.0,0,0,0,0,0,196.0,0,0,0,193.0,126.0,173.0,0,0,0,0,2929.0,74.0,0,164.0,113.0,0,0,180.0,147.0,0,215.0,175.0,175.0,0,0,146.0,0,0,0,0,0,164.0,0,0,0,194.0,0,0,773.0,0,0,0,0,0,0,0,0,0,189.0,227.0,0,0
MEG_7169|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,1204.0,0,98.0,193.0,67.0,40.0,58.0,60.0,0,0,23.0,131.0,0,95.0,99.0,0,176.0,40.0,0,141.0,345.0,259.0,76.0,0,50.0,91.0,83.0,142.0,76.0,0,0,71.0,0,0,66.0,102.0,0,80.0,0,0,82.0,205.0,155.0,125.0,0,0,102.0,0,142.0,626.0,0,145.0,52.0,80.0,0,0,0,0,0,1107.0,66.0,0,94.0,78.0,0,0,87.0,0,0,0,111.0,89.0,0,79.0,82.0,0,68.0,0,0,0,40.0,121.0,81.0,99.0,87.0,122.0,0,390.0,0,0,124.0,72.0,54.0,81.0,0,0,0,82.0,52.0,0,0
MEG_2463|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7167|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7170|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,1207.0,0,93.0,224.0,85.0,0,72.0,52.0,0,0,0,171.0,0,135.0,133.0,51.0,188.0,49.0,0,207.0,375.0,396.0,95.0,0,52.0,75.0,63.0,164.0,101.0,0,0,75.0,0,86.0,85.0,137.0,0,87.0,0,0,126.0,278.0,133.0,181.0,0,264.0,126.0,0,143.0,824.0,0,173.0,56.0,71.0,0,0,0,0,0,1141.0,67.0,0,95.0,114.0,0,0,85.0,63.0,0,42.0,142.0,94.0,0,147.0,115.0,0,91.0,41.0,0,0,0,117.0,95.0,205.0,115.0,167.0,0,385.0,0,0,152.0,83.0,50.0,95.0,0,0,0,93.0,65.0,0,0
MEG_2058|Metals|Copper_resistance|Copper_resistance_protein|COPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,1591.0,0,121.0,192.0,65.0,49.0,65.0,41.0,0,0,53.0,677.0,0,194.0,37.0,60.0,161.0,18.0,29.0,36.0,459.0,0,50.0,0,46.0,76.0,37.0,298.0,909.0,0,0,50.0,0,96.0,74.0,62.0,0,53.0,0,0,27.0,94.0,117.0,251.0,0,0,89.0,12.0,64.0,442.0,0,146.0,58.0,57.0,57.0,0,0,85.0,0,1394.0,68.0,0,100.0,46.0,0,51.0,88.0,85.0,39.0,55.0,43.0,94.0,68.0,66.0,60.0,0,0,34.0,154.0,41.0,67.0,95.0,45.0,33.0,63.0,246.0,0,515.0,0,74.0,116.0,103.0,48.0,45.0,0,0,0,139.0,68.0,0,608.0
MEG_1486|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6634|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0
MEG_6998|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,2331.0,0,503.0,853.0,305.0,0,217.0,179.0,0,0,128.0,458.0,0,444.0,274.0,52.0,366.0,106.0,0,307.0,527.0,0,227.0,0,0,342.0,287.0,449.0,371.0,0,0,238.0,0,230.0,130.0,281.0,0,226.0,0,0,234.0,3335.0,305.0,300.0,0,0,493.0,0,492.0,225.0,0,258.0,0,392.0,0,0,0,104.0,0,1608.0,224.0,0,208.0,287.0,0,0,128.0,218.0,0,0,316.0,268.0,0,115.0,367.0,0,0,43.0,215.0,0,0,106.0,362.0,450.0,300.0,113.0,0,734.0,0,0,347.0,182.0,101.0,362.0,0,0,0,508.0,44.0,0,0
MEG_6617|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0
MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,2934.0,0,31.0,524.0,51.0,68.0,84.0,55.0,0,0,12.0,106.0,0,49.0,31.0,118.0,1044.0,9.0,0,92.0,787.0,178.0,162.0,0,73.0,49.0,31.0,493.0,211.0,0,115.0,58.0,0,70.0,105.0,53.0,0,71.0,0,0,479.0,182.0,28.0,1722.0,195.0,0,289.0,0,84.0,930.0,0,213.0,58.0,73.0,65.0,0,0,0,1220.0,2575.0,32.0,0,25.0,76.0,0,0,119.0,32.0,0,53.0,135.0,39.0,0,34.0,66.0,0,109.0,26.0,1465.0,0,58.0,670.0,68.0,168.0,50.0,706.0,0,864.0,0,126.0,41.0,32.0,53.0,68.0,0,0,0,22.0,97.0,0,0
MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3125.0,0,566.0,529.0,593.0,244.0,399.0,445.0,0,0,183.0,808.0,0,942.0,449.0,607.0,875.0,210.0,0,465.0,779.0,984.0,594.0,0,238.0,684.0,718.0,603.0,344.0,0,0,675.0,0,760.0,649.0,625.0,53.0,528.0,0,0,632.0,662.0,934.0,712.0,0,523.0,843.0,0,989.0,904.0,0,609.0,204.0,657.0,225.0,0,0,40.0,0,2756.0,550.0,0,683.0,697.0,0,0,674.0,582.0,43.0,216.0,733.0,681.0,0,904.0,982.0,0,257.0,174.0,61.0,0,199.0,504.0,623.0,571.0,855.0,629.0,0,805.0,0,249.0,1129.0,540.0,392.0,623.0,0,0,38.0,825.0,279.0,0,0
MEG_7171|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,51.0,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ARMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7222|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3154.0,0,608.0,523.0,585.0,237.0,393.0,472.0,0,0,173.0,794.0,0,843.0,474.0,573.0,859.0,234.0,0,475.0,787.0,977.0,602.0,0,207.0,699.0,746.0,632.0,295.0,0,0,708.0,0,696.0,606.0,634.0,49.0,482.0,0,0,569.0,610.0,943.0,619.0,0,540.0,865.0,0,996.0,903.0,0,584.0,213.0,690.0,223.0,0,0,0,0,2790.0,560.0,0,744.0,688.0,0,0,602.0,577.0,0,256.0,733.0,647.0,0,880.0,1006.0,0,231.0,171.0,33.0,0,241.0,536.0,641.0,538.0,818.0,640.0,0,802.0,39.0,223.0,1085.0,601.0,446.0,641.0,0,0,57.0,782.0,278.0,0,29.0
MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,288.0,0,0,22.0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,129.0,0,0,27.0,0,18.0,0,0,0,0,0,0,0,0,0,0,209.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,18.0,0,0,0,90.0,0,0,0,0,0,0,0,0,0,0,10.0,0,333.0
MEG_6994|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,564.0,0,34.0,0,0,24.0,0,0,0,0,0,0,0,0,19.0,0,22.0,0,0,0,134.0,40.0,0,0,26.0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0,0,0,0,23.0,57.0,0,0,39.0,0,0,0,0,0,0,531.0,0,0,0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,47.0,16.0,0,0,0,0,0,155.0,0,0,79.0,15.0,0,0,0,0,0,27.0,45.0,0,0
MEG_3883|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6169|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,91.0,0,0,0,0,0,0,0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,44.0,0,0,0,0,0,0,0,0,0,0,169.0,0,0,0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3842|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1686|Drugs|betalactams|Class_A_betalactamases|CFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0,0,0,0,0,0,0,0,0,0,0,0,22.0,72.0,0,0,0,0,0,0,0,68.0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7321|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,0,369.0,0,0,0,0,0,0,0,218.0,0,0,0,0,0,0,0,0,0,0,0,0,2952.0,0,0,423.0,0,0,0,0,0,0,307.0,0,0,2605.0,0,0,0,0,0,496.0,0,0,0,0,6587.0,427.0,0,0,0,0,0,0,3289.0,4264.0,2566.0,4456.0,0,0,3324.0,0,0,3056.0,2520.0,0,0,1782.0,0,0,0,2430.0,0,0,0,0,0,3576.0,2462.0,0,0,0,0,0,0,0,0,2066.0,2813.0,0,0,0,0,0,3498.0,3522.0,0,0,2434.0,4598.0
MEG_7050|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,1425.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7228|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,2276.0,0,194.0,234.0,130.0,114.0,118.0,129.0,0,0,52.0,307.0,0,220.0,114.0,82.0,248.0,0,0,176.0,622.0,334.0,181.0,0,122.0,197.0,191.0,375.0,191.0,0,0,163.0,0,152.0,128.0,140.0,0,151.0,0,0,149.0,239.0,223.0,256.0,0,0,205.0,0,258.0,539.0,0,164.0,93.0,169.0,97.0,0,0,0,0,1955.0,139.0,0,203.0,166.0,0,0,158.0,116.0,0,99.0,177.0,167.0,0,151.0,164.0,0,68.0,61.0,0,0,110.0,252.0,223.0,196.0,197.0,218.0,0,634.0,0,0,315.0,117.0,94.0,223.0,0,0,0,191.0,130.0,0,0
MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3990|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,0,0,0,0,1977.0,0,0,0,0,0,0,0,0,4712.0,0,0,0,0,0,10102.0,2827.0,0,0,0,2863.0,0,0,0,0,0,0,0,0,0,0,2534.0,0,0,0,0,0,0,0,0,0,0,0,2872.0,0,0,0,2310.0,0,0,0,0,12533.0,0,0,0,0,2108.0,0,0,2825.0,0,0,544.0,0,2751.0,0,6316.0,0,0,0,0,15655.0,0,0,0,0,0,2431.0,0,0,0,0,12518.0,3855.0,0,0,0,0,0,0,2152.0,0,8725.0,0
MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,33627.0,0,1894.0,6930.0,2056.0,1239.0,2177.0,285.0,0,0,537.0,4420.0,0,4090.0,1455.0,17508.0,10223.0,711.0,0,5696.0,6638.0,4940.0,1024.0,0,1127.0,792.0,1587.0,10602.0,17920.0,0,0,2855.0,0,1695.0,1339.0,2062.0,0,2268.0,0,0,5888.0,15630.0,4402.0,27449.0,0,12307.0,1850.0,0,2225.0,4549.0,0,8323.0,1141.0,1031.0,1118.0,0,0,0,0,28106.0,383.0,0,1660.0,2237.0,0,0,3377.0,5294.0,0,1192.0,13544.0,2041.0,0,11221.0,2101.0,0,13894.0,798.0,0,0,1219.0,9423.0,2116.0,9176.0,1829.0,11193.0,0,8431.0,0,0,2123.0,1473.0,5594.0,2116.0,0,0,0,2215.0,1466.0,0,0
MEG_6624|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1016|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,114.0,0,0,0,0,0,0,0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,0,0,0,0,0,0,0,0,0,0,117.0,0,0,0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.0
MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,4570.0,0,1196.0,1256.0,1314.0,441.0,886.0,878.0,0,0,341.0,1466.0,0,1863.0,1013.0,1279.0,2015.0,475.0,0,1127.0,938.0,1543.0,1362.0,0,389.0,1221.0,1492.0,1527.0,1097.0,0,0,1490.0,0,1468.0,1336.0,1319.0,64.0,991.0,0,0,1169.0,1595.0,1905.0,1398.0,0,625.0,1930.0,0,2015.0,2582.0,0,1317.0,376.0,1419.0,388.0,0,0,87.0,0,4100.0,1019.0,0,1410.0,1422.0,0,64.0,1303.0,1138.0,60.0,337.0,1686.0,1359.0,0,2080.0,2334.0,0,440.0,419.0,70.0,0,449.0,1239.0,1244.0,1337.0,1754.0,1457.0,0,988.0,0,284.0,2259.0,1182.0,837.0,1244.0,0,0,88.0,1709.0,448.0,0,122.0
MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,1680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7216|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1967.0,0,241.0,362.0,191.0,99.0,153.0,129.0,0,0,88.0,333.0,0,281.0,164.0,111.0,376.0,76.0,0,310.0,525.0,708.0,214.0,0,107.0,245.0,250.0,358.0,195.0,0,0,216.0,0,230.0,187.0,265.0,0,175.0,0,0,230.0,510.0,325.0,352.0,0,495.0,265.0,0,306.0,1379.0,0,366.0,95.0,200.0,95.0,0,0,0,0,1727.0,185.0,0,242.0,238.0,0,0,209.0,159.0,0,119.0,267.0,199.0,0,338.0,249.0,0,123.0,94.0,0,0,78.0,257.0,251.0,315.0,240.0,317.0,0,558.0,0,0,390.0,182.0,177.0,251.0,0,0,0,227.0,113.0,0,0
